key,input,solubility
RRIIHXZPZQGCGU-UHFFFAOYSA-N,CC(C)CNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-3.841
XORVNHCKWFPDLN-UHFFFAOYSA-N,ClC1=CC=C(OC2=CC(=CC(=C2)Cl)Cl)C(=C1)Cl,-7.727
MFTPXFIGIJCNJM-UHFFFAOYSA-N,ClC1=CC=C(Cl)C(=C1)OC2=CC=C(Cl)C(=C2)Cl,-7.699
ZPOBHUZRVVTGKB-UHFFFAOYSA-N,ClC1=CC=C(OC2=CC=C(Cl)C(=C2Cl)Cl)C=C1,-7.66
DJVMRHACLIROPJ-UHFFFAOYSA-N,CCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-2.451
YHQRYZGDQCSHFO-UHFFFAOYSA-N,ClC1=CC=C(OC2=CC(=CC(=C2Cl)Cl)Cl)C=C1,-7.689
JVFGXWCLGNACOG-UHFFFAOYSA-N,ClC1=C(Cl)C=C(OC2=CC=CC(=C2Cl)Cl)C=C1,-7.674
BFABOEKGZASJFN-UHFFFAOYSA-N,CN1C(=O)N(C)C2=C([N](COC(=O)C(C)(C)C)C=N2)C1=O,-2.06
QDQGECFQVPRMEO-UHFFFAOYSA-N,ClC1=CC=CC(=C1)OC2=CC(=C(Cl)C=C2Cl)Cl,-7.702
YCWRSOTXXJYCKF-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C=C1,-7.691
NBJRFLIUYUFOIR-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)[N+]([O-])=O,-3.97
IZISEKJPNSBPRX-UHFFFAOYSA-N,ClC1=CC=CC(=C1)OC2=CC=C(Cl)C(=C2Cl)Cl,-7.666
XIXPEFLLHQAIOY-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=CC(=C2)Cl)C(=C1)Cl,-7.705
QIBCKFKIAKARGI-UHFFFAOYSA-N,CCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.73
IZZULMOBRTYHMH-UHFFFAOYSA-N,ClC1=C(Cl)C=C(OC2=C(Cl)C=CC=C2Cl)C=C1,-7.677
UYVBJPIPRAJEKW-UHFFFAOYSA-N,ClC1=CC(=C(OC2=CC=CC(=C2Cl)Cl)C=C1)Cl,-7.681
CRLNRRULCQXUML-UHFFFAOYSA-N,CCCN1CC(C)N2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.761
HJCNTJIMUWQMSA-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1,-7.663
NJDKQHDDTBKDER-UHFFFAOYSA-N,CC(C)(C)NC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-4.151
BCXKOIICQXXQJZ-UHFFFAOYSA-N,CCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.833
DRVAMLZVBNYSQE-UHFFFAOYSA-N,ClC1=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=CC=C1,-7.691
NYPYHUZRZVSYKL-UHFFFAOYSA-N,NC(CC1=CC(=C(O)C(=C1)I)I)C(O)=O,-1.964
VTTDWGUAWMLHPR-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=CC=C2)C(=C1Cl)Cl,-7.664
FKKUGJURZVYUBG-UHFFFAOYSA-N,CC1CN(CCO1)[S](=O)(=O)NC(=O)NCC2CC3CC2C=C3,-1.944
QAPPZLVGIXQUJW-UHFFFAOYSA-N,ClC1=C(Cl)C(=C(Cl)C(=C1)OC2=CC=CC=C2)Cl,-7.65
OTDNTVFTLSWXLS-UHFFFAOYSA-N,CCN(CC)C(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-3.673
VREZDOWOLGNDPW-UHFFFAOYSA-N,OC1C(O)C(O)C2C(NC(=O)C3=C(O)C4=C(OCO4)C=C23)C1O,-1.868
WJZPRRFFZWVZJL-UHFFFAOYSA-N,ClC1=C(Cl)C(=C(OC2=CC=CC=C2)C(=C1)Cl)Cl,-7.653
DPSPPJIUMHPXMA-UHFFFAOYSA-N,CC1CCC2=CC(=CC3=C2N1C=C(C(O)=O)C3=O)F,-3.436
UFGXCDQXRUFDMA-UHFFFAOYSA-N,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=CC=CC=C2,-7.653
NVWQRLZUBQMAOX-UHFFFAOYSA-N,CCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.96
YWTLHUJMKYJQNI-UHFFFAOYSA-N,CCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.073
UGKZABQBFUBOFG-UHFFFAOYSA-N,CN(CC(=O)NC1=NN=C(S1)[S](N)(=O)=O)C(N)=N,-1.336
IRAKAHJFDQRYNL-UHFFFAOYSA-N,OC(=O)CCC(=O)OCN1C(=O)OC2=CC=C(Cl)C=C12,-3.027
AEFOLTVWSRMXMW-UHFFFAOYSA-N,C=CC1CN2CCC1CC2C(=O)C3=CC=NC4=C3C=CC=C4,-3.469
DFFPUVDMNIWTAL-UHFFFAOYSA-N,[O-][N+](=O)C1=C(C=C(C(=O)N2CCCCC2)C(=C1)[N+]([O-])=O)N3CC3,-3.814
XGQBUGNCZRJKJR-UHFFFAOYSA-N,CC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1CCCC4,-6.961
UXSMYWBTLMYEGK-UHFFFAOYSA-N,CCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.338
BGNHXVMZTVHITP-UHFFFAOYSA-N,CC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(C)=O,-2.128
LUZNBBPGOHLPBY-UHFFFAOYSA-N,[O-][N+](=O)C1=C(C=C(C(=O)N2CCOCC2)C(=C1)[N+]([O-])=O)N3CC3,-3.353
RNJWMMREPOUHCP-UHFFFAOYSA-N,CN1N=C(SC1=N[S](C)(=O)=O)[S](N)(=O)=O,-1.243
SUBRHHYLRGOTHL-UHFFFAOYSA-N,ClC1=CC(=C(Cl)C(=C1)C2=C(Cl)C(=CC=C2)Cl)Cl,-7.943
FFBDFADSZUINTG-UHFFFAOYSA-N,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C3CCCC3)C1=O,-3.855
MIQPIUSUKVNLNT-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=CC(=C(O)C(=C2)O)[N+]([O-])=O,-3.999
DAUFGBIKKGOPJA-UHFFFAOYSA-N,CC1=C(C)C(=NO1)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.978
DLKZWVIRKURGIR-UHFFFAOYSA-N,CCCC1=C2CCCCC2=CC3=C1OC(=CC3=O)C(O)=O,-4.6
QQBKLRXLVRDKEB-UHFFFAOYSA-N,OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-2.882
UORJFFDRYWJWQH-UHFFFAOYSA-N,CCCCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.506
WDBLKMRZRGLISL-UHFFFAOYSA-N,ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,-8.583
XIWMRZUMWWBVKW-UHFFFAOYSA-N,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=CC=C5)C#C,-7.073
NRAVUGAGYOBXIG-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C=C1Cl,-8.594
IMBXEJJVJRTNOW-UHFFFAOYSA-N,CC1CC2C3CCC(O)(C(=O)COC(=O)CCC(O)=O)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,-4.26
BUAXMSGDEZZOJD-UHFFFAOYSA-N,ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,-8.589
OEYHHMLIRPBEEB-UHFFFAOYSA-N,O=C1NC=NC2=C1C=N[N]2C(=O)C3=CC=CC=C3,-3.377
CVUGPAFCQJIYDT-UHFFFAOYSA-N,ClC1=CC=C(C=C1)C(C2=C(Cl)C=CC=C2)C(Cl)(Cl)Cl,-6.945
XIFRTJZLSYOLIU-UHFFFAOYSA-N,ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C=C(Cl)C(=C2)Cl,-8.652
ZVFHTYGIYIXYOJ-UHFFFAOYSA-N,ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC=C(Cl)C(=C2)Cl,-8.589
AVURWLKSFZBANQ-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl,-8.6
HCTKORQPUZCIAO-UHFFFAOYSA-N,ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-8.584
WSTVMACYLXUQIM-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1,-8.524
POOXVKSDWCXIBU-UHFFFAOYSA-N,ClC1=CC(=C(OC2=CC=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl,-8.591
VCOUXVOVQPWIOT-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)NC=C2,-3
RSBUDFTVQYJNHK-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C(=C1)Cl,-8.538
MKIAKZAWONVRFF-UHFFFAOYSA-N,ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C=C(Cl)C(=C2)Cl,-8.6
QPEBRZQSEUOWPA-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2)Cl)Cl)C(=C1)Cl,-8.594
KASGFDPQAMDPAZ-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=CC=C2Cl)Cl)C=C1Cl,-8.535
LUNNFBBTEHRYMW-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2Cl)Cl)C=C1,-8.527
GZVOWHYYFUOPAE-UHFFFAOYSA-N,CCCCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.938
FONWDRSQXQZNBN-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C(=C1)Cl,-8.596
ABYZYVAIOYICJQ-UHFFFAOYSA-N,ClC1=C(Cl)C(=CC=C1)OC2=C(Cl)C=C(Cl)C(=C2)Cl,-8.543
SCLCXTQIVCULDR-UHFFFAOYSA-N,ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-8.538
KRUVSRGJKCHYMY-UHFFFAOYSA-N,NC(=N)C1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)C(N)=N,-3.005
ABRDPORILGADAP-UHFFFAOYSA-N,ClC1=C(Cl)C(=CC=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-8.489
UETIKWAWMZLQQZ-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C=C1,-8.527
DPOWHSMECVNHAT-UHFFFAOYSA-N,ClC1=CC=C(C=C1)N2N=NC3C4CC(C5N=NC45)C23,-3.419
BRNKJDZWZYZVNM-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=CC=C2Cl)Cl)C(=C1)Cl,-8.541
BOJBTUWEQMUWHT-UHFFFAOYSA-N,ClC1=CC=CC(=C1OC2=C(Cl)C=C(Cl)C(=C2)Cl)Cl,-8.546
JGXAONSRHOSPTJ-UHFFFAOYSA-N,ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC=C2Cl)C=C1)Cl,-8.492
SZSNDQZFLGGEBX-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCOC(=O)CN,-3.202
OXCKOUMFAKPIEL-UHFFFAOYSA-N,CN(C)[S](=O)(=O)NC1=NN=C(S1)[S](N)(=O)=O,-1.274
JDWOFUWJURZFFF-UHFFFAOYSA-N,ClC1=C(Cl)C(=C(OC2=CC=CC=C2)C(=C1Cl)Cl)Cl,-8.428
CTMFEUPSVOSORU-UHFFFAOYSA-N,CCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CC,-2.646
OOLBCHYXZDXLDS-UHFFFAOYSA-N,CC(OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1)C(O)=O,-5.336
PUXBGTOOZJQSKH-UHFFFAOYSA-N,CC(C(O)=O)C1=CC2=C(C=C1)C3=C([NH]2)C=CC(=C3)Cl,-4.584
WVZTUUIUEUVJGM-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OC(C)OC(=O)CN,-3.232
QBPFLULOKWLNNW-UHFFFAOYSA-N,OC1=CC=CC2=C1C(=O)C3=C(C=CC=C3O)C2=O,-4.158
QOPHKHWJLOYIDO-UHFFFAOYSA-N,CN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.794
MGJXRNWWFDAVMQ-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=C(OC(C)=O)C=C2,-4.999
PJFMAVHETLRJHJ-UHFFFAOYSA-N,CN1C(=O)N(C)C2=C([NH]C(=N2)C3=CC=CC=C3)C1=O,-3.182
OEPXIQLEKWHAGE-UHFFFAOYSA-N,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C(C3CC3)C4CC4)C1=O,-4.496
VFFTVZUIDYJUQS-UHFFFAOYSA-N,CCCC1=C2OC(=CC(=O)C2=C(O)C3=C1CCCC3)C(O)=O,-4.386
AVKUERGKIZMTKX-UHFFFAOYSA-N,CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O,-2.207
UPMOVJBGNREKJV-UHFFFAOYSA-N,CC(C)C1(O)CCN2CC3C4=C(CCC5=C3C(=CC=C5)C2C1)C=CC=C4,-4.545
NCXMLFZGDNKEPB-YLTFDBFKSA-N,CC1C\C=C\C=C\C=C\C=C\C(CC2OC(O)(CC(O)CC3OC3/C=C/C(=O)O1)CC(O)C2C([O-])=O)OC4OC(C)C(O)C([NH3+])C4O,-1.465
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(=C2)F,-2.594
SFXAJOVEEUKUPY-UHFFFAOYSA-N,CCCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CCC,-3.221
ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,-2.473
NJIZUWGMNCUKGU-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CC=N2,-3.257
RUHGOZFOVBMWOO-UHFFFAOYSA-N,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C3CCC(=O)C3)C1=O,-3.497
FEIDIWDEJQVIPO-UHFFFAOYSA-N,ClC1=C(Cl)C(=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1)Cl,-9.201
CABMTIJINOIHOD-UHFFFAOYSA-N,CC(C)C1(C)N=C(NC1=O)C2=NC3=C(C=CC=C3)C=C2C(O)=O,-4.013
PUXWCWJFSQGEGX-UHFFFAOYSA-N,CC(=O)OCN1C=C(F)C(=O)N(C1=O)C(=O)C2=CC=CC=C2,-3.272
QFLZEYUXHIFILY-UHFFFAOYSA-N,CC1=NC=C([N]1CCOC(=O)C2=CC=C(CN3CCOCC3)C=C2)[N+]([O-])=O,-3.631
CDCMAMVXGZBIAX-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(Cl)C(=C2)Cl,-4.641
XNBPWMJDOGVRNA-UHFFFAOYSA-N,COC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C(N)C=C1,-3.632
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N3CCNCC3)C(=C2)F,-2.507
IXUHQPKKIHYXSU-UHFFFAOYSA-N,CN(C)[S](=O)(=O)N=C1SC(=NN1C)[S](N)(=O)=O,-1.376
SFTBUGPDOJDENF-UHFFFAOYSA-N,ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC(=C(Cl)C=C2Cl)Cl,-9.286
JTEWACHFMNTRBB-UHFFFAOYSA-N,ClC1=CC(=C(Cl)C(=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl)Cl,-9.204
YLAYOOJLJKJGCF-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C=C1Cl,-9.202
BIWCEXHDIQZFHI-UHFFFAOYSA-N,ClC1=CC(=C(OC2=C(Cl)C(=C(Cl)C=C2Cl)Cl)C=C1)Cl,-9.205
OPJMLVHGUKLBMN-UHFFFAOYSA-N,CCOC(=O)C1=CN=C(N[S](=O)(=O)C2=CC=CC=C2)C=C1,-3.887
QJGVNUOLWAHMIO-UHFFFAOYSA-N,CC(=O)OC1=CC=C(CC(NC(=O)C2=CC=CC=C2)C(N)=O)C=C1,-3.551
RDKSFIZNZGWNLA-UHFFFAOYSA-N,ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C=C(Cl)C(=C2)Cl,-9.209
DCHWBJNKHKXUAM-UHFFFAOYSA-N,CN(CC(=O)NCCC(=O)NC1=NN=C(S1)[S](N)(=O)=O)C(N)=N,-1.571
BTFAUMMRKLKUJP-CMDGGOBGSA-N,CN1C(=O)N(C)C2=C([NH]C(=N2)\C=C\C3=CC=CC=C3)C1=O,-3.47
DIBYIHMYEPMGKC-UHFFFAOYSA-N,ClC1=CC(=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C=C1)Cl,-9.205
YDVYLSIVXYLBBX-UHFFFAOYSA-N,ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1)Cl,-9.133
OIRFJRBSRORBCM-UHFFFAOYSA-N,CCC(CC1=C(I)C(=C(I)C=C1I)N)C(O)=O,-3.598
TUDRWVDXIQKGIO-UHFFFAOYSA-N,CN1N=C(SC1=N[S](=O)(=O)C(F)(F)F)[S](N)(=O)=O,-1.863
MBYIBRUTNFFDFL-UHFFFAOYSA-N,CN1C(=O)N(C)C2=C([N](C)C(=N2)C3=CC=CC=C3)C1=O,-2.775
OWPRYUHHSFTVHN-UHFFFAOYSA-N,CN(CC1=CC=C(OCCN2CCOCC2)C=C1)C(=O)C3=CC=C(O3)[N+]([O-])=O,-3.672
VIAUKNFHMJPBHP-UHFFFAOYSA-N,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)N(CC=C)C=C2,-3.015
KXNXWINFSDKMHD-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CS2,-3.335
LRUSAJDEBDJPKV-UHFFFAOYSA-N,CC(C)N1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.92
HVMGUPMFFCLQNI-GHXNOFRVSA-N,CCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O,-3.564
RIVOAEXQOBGQPO-UHFFFAOYSA-N,CCCCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CCCC,-3.885
PGNXXIOBJLPXFL-UHFFFAOYSA-N,COC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-3.897
LSQZJLSUYDQPKJ-UHFFFAOYSA-N,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O,-2.34
PJBFVWGQFLYWCB-UHFFFAOYSA-N,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)[C]34CC5[CH2]C(C[CH]3C5)C4)C1=O,-5.116
LNCZLEZOTUBASE-UHFFFAOYSA-N,CN1C=C(C(N)=O)C(=C(F)C1=O)NC2=C(F)C=C(Br)C=C2,-4.319
GVNYQGKVULMAET-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCOC(=O)C(N)CC(C)C,-4.246
YLHKVSOBVLMBIT-UHFFFAOYSA-N,CCCCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-3.143
ZNNNHDSEKOSIMH-UHFFFAOYSA-N,CCC(C)C(N)C(=O)OCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-4.265
AMLBAOPYPUXEQF-UHFFFAOYSA-N,FC1=C(C2SCC3=NC4=C(C=CC=C4)[N]23)C(=CC=C1)F,-5.18
GEUZJBMJDHYJEC-UHFFFAOYSA-N,CCN(CC)C(=O)CCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-2.093
IMPWCIFPLYQYLB-UHFFFAOYSA-N,CC(C)CN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-3.085
WJZCANSESVPVMM-UHFFFAOYSA-N,CCCC(=O)OCN1C=C(F)C(=O)N(C1=O)C(=O)C2=CC=CC=C2,-3.724
RUXPNBWPIRDVTH-UHFFFAOYSA-N,CNN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F,-2.479
FAZPZNCEAZRGPY-UHFFFAOYSA-N,CC(C)(C)C(=O)OC1=CC2=C(C=C1)N=C(S2)[S](N)(=O)=O,-2.869
VUVSIYGODRCZRX-UHFFFAOYSA-N,CCC(C)N1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-3.078
FFWGHEZSBSOVRZ-UHFFFAOYSA-N,COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)CN3CCOCC3,-3.032
TYEDCFVCFDKSBK-UHFFFAOYSA-N,ClC1=CC=C(C=C1Cl)C2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-9.3
SSTJUBQGYXNFFP-UHFFFAOYSA-N,ClC1=CC(=C(Cl)C(=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl)Cl,-9.388
USOBOOWDKRUMNG-UHFFFAOYSA-N,CCCOC(=O)N1C2CN3C4=C(C(COC(N)=O)C3(OC)C12)C(=O)C(=C(C)C4=O)N,-2.298
OBOGEXJSNUIECN-MDZDMXLPSA-N,CN1C(=O)N(C)C2=C([N](C)C(=N2)\C=C\C3=CC=CC=C3)C1=O,-3.108
UHSJNNFEGHBUMV-UHFFFAOYSA-N,CCC(C)C(N)C(=O)OCCCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-4.857
RRKTZKIUPZVBMF-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C34CCN5CC6=CCOC7CC(=O)N2C3C7C6CC45,-3.56
JUHPMUOWCYBMEY-UHFFFAOYSA-N,ClC1=CC(=CC(=C1Cl)Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,-9.716
PMNATJJZOUNELG-UHFFFAOYSA-N,C1CC2=CC3=CC4=C(C=CC=C4)C=C3C5=C2C1=CC=C5,-7.382
FBFBRAFXKGRRHI-UHFFFAOYSA-N,CC(C)OC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-4.131
GEMHNGLORSISHO-UHFFFAOYSA-N,CSC1=CC=C2OC3=C(C=C(C=C3)C(O)=O)C(=O)C2=C1,-4.667
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCN1C=C(C(O)=O)C(=O)C2=C1C(=C(N3CCNC(C)C3)C(=C2)F)F,-3.036
SPFYMRJSYKOXGV-UHFFFAOYSA-N,CCN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4CC4)C(O)=O,-2.869
OFPXSFXSNFPTHF-UHFFFAOYSA-N,OC(=O)CCC1=NC(=C(O1)C2=CC=CC=C2)C3=CC=CC=C3,-4.223
GNOGSFBXBWBTIG-UHFFFAOYSA-N,CC(=O)NC1=C(I)C=C(I)C(=C1I)C(O)=O,-3.684
RPNFRXWGMTYOPA-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl,-9.628
SBHNNNRQZGYOAU-UHFFFAOYSA-N,CCN(CC)C(=O)NC1CN(C)C2CC3=C(Br)[NH]C4=C3C(=CC=C4)C2=C1,-3.885
WUBNJKMFYXGQDB-UHFFFAOYSA-N,O=C1OC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=C1C=CC=C4,-6.005
QMLVECGLEOSESV-UHFFFAOYSA-N,CN1CC2CC1CN2C3=CC4=C(C=C3F)C(=O)C(=CN4C5CC5)C(O)=O,-3.029
IQPNAANSBPBGFQ-UHFFFAOYSA-N,OC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC(=C(O)C=C3)O,-4.404
VECZDVJCSZXAPJ-UHFFFAOYSA-N,CCCC1=C(O)N2N(C1=O)C3=CC(=CC=C3N=C2N(C)C)C,-3.721
NOYOIPQGXQUMJJ-UHFFFAOYSA-N,CCCCC1=CC2=C(C=C1)C=C3C=CC4=C(C=CC=C4)C3=C2,-7.7
RDMOROXKXONCAL-UHFFFAOYSA-N,COC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,-2.324
QJRULOWVWPKJHB-UHFFFAOYSA-N,CNCC(=O)NC1=C(C=C(C(=C1)Cl)[S](N)(=O)=O)[S](N)(=O)=O,-1.834
KSPYBKJPLXLJIX-UHFFFAOYSA-N,CC1=C2C=CC3=C(C=CC=C3)C2=CC4=CC=C(Cl)C=C14,-7.292
UJXAIAIZGQQXIX-UHFFFAOYSA-N,CC(C)OC(=O)CC(C(=O)OC(C)C)[S](=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O,-3.741
XBJBPGROQZJDOJ-UHFFFAOYSA-N,CN1CCN(CC1)C2=C(F)C3=C(C=C2F)C(=O)C(=CN3CCF)C(O)=O,-2.909
JYJTVFIEFKZWCJ-UHFFFAOYSA-N,CC1CCC2=C(N3CCC(O)CC3)C(=CC4=C2N1C=C(C(O)=O)C4=O)F,-3.406
FEALZKNFXRGXNS-UHFFFAOYSA-N,CCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2,-3.326
UPRXAKRITNJEII-UHFFFAOYSA-N,CCC1=NN=C(N[S](=O)(=O)C2=CC=C(NC(C)=O)C=C2)S1,-3.561
FFWCBXXLTJLUOY-UHFFFAOYSA-N,CONC(=O)C1=CN(C)C(=O)C(=C1NC2=CC=C(Br)C=C2F)C,-5.115
FDYMERLIFOUIRZ-UHFFFAOYSA-N,CCO[P](=O)(OCC)OC1=CC2=C(C=C1)C(=C(Cl)C(=O)O2)C,-4.16
WNZOPNWEGQVFCY-UHFFFAOYSA-N,CN(C)CC1=CC=C(C=C1)C(=O)OCCOC[N]2C=NC3=C2N=C(N)NC3=O,-3.061
WTFDBEWCLSDGPA-UHFFFAOYSA-N,OCC(CO)C(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-2.748
HJQCXQXWUDAPBT-UHFFFAOYSA-N,CC(C(=O)OCC(=O)N(C)CC(N)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2,-3.587
